r	g	b
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	2	0
3	3	1
4	4	2
3	3	1
2	2	0
2	2	0
3	3	1
4	4	2
3	3	1
2	2	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
1	1	1
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
3	3	3
1	3	0
0	2	0
0	2	0
0	2	0
0	1	0
0	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
0	3	0
3	5	2
0	1	0
1	3	0
0	2	0
0	1	0
0	1	0
0	0	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
2	0	8
3	3	3
1	3	0
1	3	2
1	1	9
3	0	7
35	26	17
81	67	30
87	65	5
113	84	8
124	85	6
122	76	0
124	76	2
123	74	5
124	76	14
125	76	20
127	81	6
129	82	10
129	82	12
125	81	10
124	79	11
126	82	11
127	83	10
129	83	8
128	80	6
127	79	5
126	78	6
127	78	11
126	77	11
125	76	10
124	76	10
127	79	13
114	87	18
99	72	5
102	73	7
117	82	16
121	80	16
129	80	14
141	84	17
141	82	12
137	84	8
132	85	5
128	87	5
126	90	6
126	89	9
129	85	10
134	81	13
138	80	16
132	85	7
132	84	8
135	87	11
137	89	15
135	87	15
134	85	16
134	85	16
130	83	15
125	77	11
128	83	16
130	87	19
121	81	12
114	75	6
120	83	13
124	90	19
118	84	12
133	83	10
129	81	9
126	82	9
124	82	10
120	75	7
122	74	8
124	74	11
124	72	12
120	72	10
116	72	11
112	74	11
111	76	12
111	73	11
114	69	10
118	67	10
121	66	10
106	66	4
106	66	4
103	65	3
103	65	3
103	67	7
101	66	8
94	62	5
89	57	0
1	1	0
1	1	0
2	2	0
2	2	0
3	3	1
3	3	1
2	2	0
2	2	0
3	3	1
2	2	0
2	2	0
2	2	0
3	3	1
3	3	1
2	2	0
2	2	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
1	1	1
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	1	0
2	4	1
0	2	0
1	3	0
0	2	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	0	4
2	2	2
0	2	0
1	3	2
2	3	7
1	0	2
20	11	2
53	39	10
88	66	16
95	66	0
113	77	1
119	78	0
124	78	3
125	76	7
125	75	12
130	81	23
125	79	4
126	79	7
126	79	9
123	79	8
123	78	10
124	80	9
124	80	7
125	79	4
127	79	5
127	79	5
129	81	9
131	82	13
130	81	14
127	80	12
126	78	12
126	78	12
122	93	25
111	82	14
100	69	2
106	71	5
121	80	14
128	80	14
129	76	10
132	78	8
137	83	9
132	85	7
129	87	5
127	89	8
127	88	9
129	85	10
133	83	14
137	82	17
130	82	6
130	82	6
132	84	8
134	86	12
132	84	12
131	83	11
130	81	12
127	80	12
130	83	15
122	77	10
124	81	13
124	84	15
116	77	8
113	76	6
117	83	12
119	85	14
127	80	8
126	79	7
124	80	9
123	79	8
120	75	7
121	73	7
122	72	9
121	71	8
116	70	8
111	70	8
109	71	8
108	70	7
106	66	5
107	62	3
112	63	5
116	64	7
108	68	6
107	67	5
103	63	2
101	62	3
100	64	4
100	65	7
98	63	7
94	62	5
1	1	0
2	2	0
3	3	1
4	4	2
4	4	2
3	3	1
2	2	0
2	2	0
2	2	0
2	2	0
1	1	0
1	1	0
2	2	0
2	2	0
2	2	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
1	1	1
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
2	2	2
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
2	4	1
0	1	0
1	3	0
0	1	0
2	4	1
2	2	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	1	0
2	2	2
0	1	3
1	2	4
2	4	3
1	0	0
7	0	0
24	11	0
74	54	21
96	69	16
97	64	0
121	84	6
131	87	12
132	85	15
131	82	16
128	78	15
126	78	6
126	79	7
126	79	9
126	79	11
127	80	12
127	80	10
126	79	9
124	77	5
125	77	3
127	79	7
129	81	9
130	81	12
129	80	11
127	80	10
125	78	10
122	77	9
114	79	11
118	83	15
108	75	8
103	68	2
115	78	10
126	83	15
130	83	15
138	88	17
136	84	9
133	84	7
132	85	7
132	86	8
130	87	9
132	86	11
133	85	13
134	84	15
135	87	11
132	84	8
131	83	9
130	82	8
129	81	9
130	82	10
132	83	14
132	85	15
133	86	18
125	80	12
123	80	11
126	86	17
123	84	15
113	76	6
111	74	4
117	83	12
121	79	7
123	81	9
122	77	9
122	75	7
121	73	7
120	72	6
118	70	6
116	71	6
120	76	13
113	72	8
109	69	7
109	69	7
110	69	7
112	67	8
113	67	8
114	65	7
110	69	7
108	68	7
104	64	3
101	62	3
99	63	3
100	64	6
98	63	7
98	63	7
2	2	0
2	2	0
2	2	0
1	1	0
1	1	0
1	1	0
2	2	0
2	2	0
2	2	0
2	2	0
1	1	0
1	1	0
2	2	0
2	2	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
2	2	2
2	2	2
1	1	1
1	1	1
2	2	2
2	2	2
0	1	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
0	1	0
0	1	0
4	6	3
0	1	0
6	8	5
0	0	0
4	4	2
3	3	1
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
2	3	0
3	3	1
0	1	5
0	0	2
3	4	0
3	3	0
4	0	0
10	0	0
32	14	0
83	61	24
91	65	4
104	72	0
121	82	7
121	77	6
128	79	10
125	76	7
126	77	8
128	79	10
127	80	10
127	80	12
128	81	13
128	81	11
126	79	9
125	77	5
126	78	6
127	79	7
127	79	7
127	79	7
126	79	7
126	79	7
124	80	7
123	79	6
118	78	9
120	81	12
116	79	11
108	73	5
110	75	7
123	86	16
129	89	19
127	83	12
134	86	12
134	85	9
136	84	8
133	84	7
132	84	8
131	85	10
131	84	12
130	86	13
130	82	8
130	82	8
130	82	8
131	83	9
130	82	8
130	82	10
130	82	10
128	81	11
127	80	10
129	84	16
122	79	10
118	78	8
123	84	15
115	78	8
105	68	0
107	70	2
116	79	9
121	81	12
121	76	9
119	71	5
120	71	5
118	69	3
113	68	3
114	70	5
110	69	5
109	68	4
109	68	4
111	67	6
109	63	3
108	62	2
109	64	5
110	65	6
108	66	6
108	68	7
106	66	5
103	64	5
103	64	5
99	63	5
97	60	5
96	61	5
2	2	0
1	1	0
1	1	0
1	1	0
0	0	0
1	1	0
1	1	0
1	1	0
2	2	0
2	2	0
1	1	0
2	2	0
2	2	0
2	2	0
2	2	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
2	2	2
2	2	2
1	1	1
1	1	1
1	1	1
2	2	2
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	1	0
2	4	1
0	2	0
3	3	1
2	2	0
0	0	0
4	4	2
0	0	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	4	0
2	4	1
0	1	3
0	0	0
2	3	0
5	5	0
5	1	0
8	0	4
15	1	1
46	29	9
92	71	24
92	64	0
112	78	4
122	80	6
130	83	11
132	82	11
126	77	8
128	79	10
129	80	11
128	79	10
127	78	9
127	78	9
126	77	8
124	75	6
128	79	10
129	81	9
127	80	8
126	80	5
126	80	5
125	81	6
126	82	9
125	81	8
124	77	9
122	77	9
122	82	13
118	81	11
108	75	4
109	76	5
115	83	10
120	82	9
131	87	14
135	85	12
137	83	9
138	82	8
134	82	7
131	83	9
128	84	9
125	86	11
135	87	15
134	86	14
132	84	12
130	82	8
130	82	8
131	83	9
132	84	12
133	86	14
125	78	6
127	83	12
121	78	9
113	73	3
117	78	9
119	80	11
109	72	4
101	64	0
108	75	8
114	76	11
118	74	9
120	72	8
119	69	6
115	67	3
111	67	2
110	71	4
112	73	6
108	69	4
110	66	3
114	68	8
117	68	9
114	68	8
109	67	7
105	65	4
106	64	4
107	65	5
105	65	4
105	65	6
103	64	5
101	62	5
97	61	3
97	60	5
1	1	0
1	1	0
2	2	0
2	2	0
2	2	0
2	2	0
1	1	0
0	0	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
2	2	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
0	2	0
0	2	0
0	1	0
0	1	0
0	2	0
0	2	0
1	3	0
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
2	2	2
1	1	1
1	1	1
1	1	1
1	1	1
2	2	2
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
3	5	2
0	0	0
0	0	0
4	4	2
4	4	2
11	11	9
20	20	18
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
1	3	0
0	3	0
1	3	0
1	3	0
1	2	0
1	2	0
3	3	0
3	2	0
4	0	6
6	0	4
19	6	0
68	53	24
103	82	29
95	66	0
108	70	0
122	78	3
130	82	10
126	79	11
128	81	11
130	81	12
129	81	9
128	80	8
127	78	9
127	78	9
125	76	9
127	78	9
127	78	9
126	79	7
127	81	6
125	81	6
125	81	6
124	80	5
123	79	4
124	74	5
125	76	7
126	81	13
124	86	15
113	80	9
100	72	0
105	77	4
124	92	19
127	87	15
133	85	13
136	82	10
138	79	9
137	80	9
132	82	9
127	85	9
123	86	8
130	82	10
131	83	11
130	82	10
130	82	10
130	82	8
128	80	6
126	78	4
124	78	3
131	84	12
122	78	5
120	78	6
117	77	7
113	73	4
118	79	12
119	80	13
106	68	3
98	67	3
103	68	4
112	71	9
121	72	13
119	69	8
115	67	5
111	67	2
109	70	3
106	69	1
108	67	1
114	68	6
117	69	7
114	65	6
109	63	3
105	63	3
103	65	3
106	64	4
106	64	4
104	62	4
103	63	4
103	63	4
101	62	5
100	61	4
102	63	6
1	1	0
1	1	0
2	2	0
2	2	0
2	2	0
2	2	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
2	2	2
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	1	0
3	3	1
4	4	2
0	0	0
0	0	0
0	0	0
65	65	63
4	4	2
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	4	0
0	2	0
1	4	0
2	3	0
1	2	0
1	1	0
3	3	5
2	1	7
3	0	7
8	2	4
26	17	2
87	72	33
93	69	9
103	69	0
116	74	0
121	74	4
125	80	12
128	81	13
129	82	10
129	81	9
129	81	7
130	80	9
129	79	10
127	78	11
126	77	10
124	77	9
125	78	6
124	80	5
124	80	5
123	79	4
121	77	4
121	77	4
134	81	11
132	79	9
125	76	7
124	82	10
122	88	16
109	81	8
102	76	2
110	82	8
120	86	14
128	84	13
135	81	11
137	78	10
136	79	8
132	82	9
127	85	9
123	86	8
132	83	14
132	83	14
130	81	12
128	80	8
128	80	6
128	80	6
127	79	5
128	82	7
130	84	9
120	76	3
120	78	6
121	78	9
112	72	3
112	73	6
116	77	12
113	74	9
97	65	4
96	62	1
107	67	6
118	73	14
116	70	10
112	68	5
111	70	6
109	70	3
109	70	3
107	66	0
110	66	3
112	66	4
111	65	5
108	64	3
104	64	3
101	63	1
106	64	4
105	63	3
104	62	4
104	62	4
104	64	5
102	61	5
102	61	5
104	63	7
3	3	1
2	2	0
1	1	0
0	0	0
0	0	0
1	1	0
2	2	0
3	3	1
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	1	0
0	2	0
0	2	0
1	3	0
1	3	0
0	2	0
0	2	0
0	1	0
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
2	2	2
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
3	5	2
0	0	0
5	5	3
0	0	0
1	1	0
4	4	2
0	0	0
1	0	0
2	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	5	8
0	2	0
0	3	0
2	3	0
2	1	0
2	2	4
4	5	7
4	5	7
3	4	8
0	0	4
9	4	0
43	31	9
97	76	29
99	69	5
110	71	2
126	81	14
122	79	11
124	79	11
124	80	7
125	79	4
127	79	3
129	79	6
128	78	9
126	75	10
128	79	13
125	78	10
125	78	8
125	81	8
125	81	6
123	79	6
122	78	7
123	79	8
129	77	4
133	81	8
129	79	8
125	78	8
122	84	11
116	84	11
104	78	4
99	73	0
116	83	12
123	83	13
131	81	12
133	78	11
134	80	10
133	83	10
129	85	10
125	86	7
128	79	12
130	81	12
128	79	10
127	79	7
128	80	8
127	79	5
125	79	4
127	81	6
127	81	6
127	83	10
125	83	11
123	80	11
118	78	9
113	72	6
113	72	8
119	80	15
101	69	10
95	60	2
103	64	7
113	73	14
111	69	9
110	69	7
113	72	8
112	71	7
109	68	4
110	66	3
110	66	3
111	67	4
108	64	3
105	64	2
106	64	4
106	66	5
106	64	6
105	63	5
104	62	4
105	63	5
106	64	6
104	62	4
101	60	4
102	61	5
1	1	0
2	2	0
4	4	2
4	4	2
2	2	0
1	1	0
2	2	0
2	2	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
2	1	0
2	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	1	6
0	2	0
0	3	0
1	2	0
2	0	1
1	0	5
0	1	3
0	4	0
0	2	0
0	4	5
3	1	2
7	0	0
59	42	12
101	75	26
96	62	1
109	70	5
117	78	11
124	84	15
123	81	7
123	77	0
126	78	2
128	78	5
128	78	9
124	73	8
124	74	11
123	75	9
121	76	8
123	79	6
123	79	6
123	79	6
124	79	11
126	81	14
136	87	11
131	81	8
127	77	4
125	77	5
126	82	11
124	87	16
116	86	14
108	80	7
101	71	0
123	86	16
130	85	17
129	78	12
132	79	11
129	79	8
123	77	2
124	80	5
126	77	10
129	80	13
127	78	9
125	76	7
125	77	5
123	76	4
124	78	3
127	81	6
125	78	6
124	80	7
124	80	9
120	77	8
118	75	7
115	74	8
113	72	8
110	69	7
107	70	15
103	66	11
95	60	2
96	61	3
104	68	8
106	68	6
107	66	4
114	70	9
108	64	1
109	65	2
107	66	2
107	66	4
107	66	4
107	66	4
106	64	4
106	61	2
109	64	7
109	64	7
105	63	5
103	61	3
104	62	4
104	62	4
104	62	4
106	64	6
1	1	0
1	1	0
2	2	0
3	3	1
2	2	0
2	2	0
2	2	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	3	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	5
0	2	1
1	2	0
1	2	0
2	0	1
2	2	4
1	2	4
0	4	0
0	6	0
0	4	0
2	4	3
5	0	0
22	8	0
77	54	22
112	84	34
93	61	0
105	69	7
111	74	6
114	74	2
127	84	6
129	83	5
122	74	0
127	77	8
126	75	10
123	73	10
122	74	10
121	76	8
123	79	6
124	80	7
124	80	9
128	80	14
130	82	18
130	82	6
132	83	7
136	84	11
135	85	12
133	85	13
129	87	15
120	86	14
112	82	10
106	76	6
108	75	6
121	82	13
129	84	17
128	79	12
127	78	9
129	81	9
126	80	5
125	76	9
126	77	10
127	78	11
128	79	10
127	80	10
126	79	7
125	78	6
125	78	6
121	77	4
120	76	5
119	74	6
117	74	6
117	73	8
117	73	8
113	72	8
110	69	5
110	69	17
107	68	13
98	63	7
92	60	1
96	64	5
106	70	10
111	71	10
110	65	6
109	63	3
109	65	4
107	66	4
105	65	3
103	65	2
105	65	4
109	64	5
110	64	5
107	62	3
108	63	4
108	63	6
107	65	7
108	66	8
107	65	7
105	63	5
106	64	6
2	2	0
0	0	0
0	0	0
1	1	0
1	1	0
2	2	0
2	2	0
0	0	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
1	1	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	0
0	2	1
0	1	3
1	1	1
2	2	2
3	1	2
2	2	2
1	3	2
0	4	0
0	6	0
0	5	0
0	5	1
5	3	4
8	0	0
35	18	2
87	65	28
94	71	17
93	61	4
110	76	13
115	78	8
118	79	2
126	83	4
125	77	1
123	73	4
125	75	12
127	77	16
126	78	14
124	79	11
125	81	8
126	79	7
124	77	7
125	76	10
127	77	16
127	81	4
129	81	5
132	82	9
134	82	9
129	79	8
127	80	10
123	83	13
119	85	14
113	80	11
104	71	2
111	76	8
124	85	18
125	80	13
